,tno,updatetime,tilt_01,tilt_02,tilt_03,tilt_04,tilt_05,tilt_06,tilt_07,batt,temp
7485,14973,2023-04-11 21:12:00,-9.049266711,25.45998545,-37.28683258,-56.67674861,104.4313329,-125.8056675,-91.86958677,12.14,30.0
7486,14975,2023-04-11 21:14:00,-10.37038871,24.37802628,-32.82200366,-56.67674861,103.8943507,-125.8056675,-91.98789174,12.14,29.75
7487,14977,2023-04-11 21:16:00,-8.780054736,25.45998545,-35.87208972,-56.67674861,105.8522644,-125.8056675,-91.86958677,12.14,30.0
7488,14979,2023-04-11 21:18:00,-10.37038871,24.71746346,-32.82200366,-56.67674861,105.8522644,-125.8056675,-95.07965562,12.15,30.0
7489,14981,2023-04-11 21:20:00,-10.37038871,25.45998545,-32.82200366,-56.67674861,103.8943507,-124.4682441,-95.07965562,12.15,30.0
7490,14983,2023-04-11 21:22:00,-10.68629729,24.71746346,-32.82200366,-55.61749861,103.4219965,-122.1122115,-98.9699528,12.14,30.0
7491,14985,2023-04-11 21:24:00,-10.68629729,24.71746346,-31.61021173,-55.13756844,103.4219965,-126.8353888,-98.44367392,12.14,30.0
7492,14987,2023-04-11 21:26:00,-10.68629729,24.71746346,-29.66739764,-56.67674861,103.4219965,-128.1427956,-101.5682896,12.14,30.0
7493,14989,2023-04-11 21:28:00,-12.40054437,24.71746346,-31.61021173,-54.05637717,101.3797651,-127.0995252,-98.44367392,12.14,30.0
7494,14991,2023-04-11 21:30:00,-12.76451743,24.28182106,-34.04442264,-55.13756844,101.3797651,-125.8056675,-98.44367392,12.14,30.0
7495,14993,2023-04-11 21:32:00,-12.76451743,24.28182106,-32.82200366,-55.13756844,101.3797651,-126.1582641,-94.81045671,12.14,30.0
7496,14995,2023-04-11 21:34:00,-12.76451743,24.28182106,-32.82200366,-55.13756844,101.3797651,-124.4682441,-98.0000097,12.15,30.0
7497,14997,2023-04-11 21:36:00,-12.76451743,24.28182106,-35.87208972,-56.67674861,101.3797651,-126.1582641,-95.07965562,12.14,30.0
7498,14999,2023-04-11 21:38:00,-12.76451743,24.28182106,-39.15903682,-56.67674861,101.3797651,-124.8780737,-94.81045671,12.14,30.0
7499,15001,2023-04-11 21:40:00,-12.40054437,24.28182106,-37.28683258,-55.61749861,103.4219965,-126.8353888,-98.44367392,12.14,30.0
7500,15003,2023-04-11 21:42:00,-12.40054437,24.28182106,-34.61909364,-56.67674861,103.8943507,-125.8056675,-95.07965562,12.14,30.0
7501,15005,2023-04-11 21:44:00,-12.76451743,24.28182106,-34.04442264,-57.73692342,103.8943507,-125.4817151,-98.0000097,12.14,30.0
7502,15007,2023-04-11 21:46:00,-10.68629729,23.92149373,-34.61909364,-56.67674861,105.8522644,-126.8353888,-94.81045671,12.15,30.75
7503,15009,2023-04-11 21:48:00,-12.76451743,24.28182106,-34.61909364,-59.02283113,106.4571618,-125.8056675,-95.07965562,12.14,30.0
7504,15011,2023-04-11 21:50:00,-12.40054437,24.28182106,-34.61909364,-56.67674861,106.4571618,-123.5120024,-100.9675923,12.14,30.0
7505,15013,2023-04-11 21:52:00,-12.76451743,24.28182106,-34.61909364,-55.13756844,105.8522644,-125.4817151,-100.9675923,12.14,30.0
7506,15015,2023-04-11 21:54:00,-12.76451743,25.08664922,-35.87208972,-55.13756844,103.8943507,-126.8353888,-98.0000097,12.14,30.0
7507,15017,2023-04-11 21:56:00,-12.40054437,24.28182106,-35.87208972,-55.13756844,103.8943507,-125.8056675,-98.0000097,12.14,30.0
7508,15019,2023-04-11 21:58:00,-12.76451743,24.28182106,-32.2682599,-55.13756844,103.8943507,-124.4682441,-98.44367392,12.14,30.0
7509,15021,2023-04-11 22:00:00,-14.40634691,24.28182106,-35.87208972,-56.22188016,103.8943507,-126.1582641,-98.44367392,12.14,30.0
7510,15023,2023-04-11 22:02:00,-14.40634691,25.08664922,-37.71948725,-57.73692342,103.8943507,-126.1582641,-94.81045671,12.14,30.0
7511,15025,2023-04-11 22:04:00,-13.9991637,25.08664922,-37.71948725,-60.31680566,105.8522644,-126.1582641,-98.0000097,12.14,30.0
7512,15027,2023-04-11 22:06:00,-12.76451743,24.28182106,-37.71948725,-60.31680566,105.8522644,-124.8780737,-97.6003814,12.14,30.0
7513,15029,2023-04-11 22:08:00,-12.40054437,24.28182106,-34.61909364,-60.31680566,105.8522644,-124.8780737,-100.4255426,12.14,29.75
7514,15031,2023-04-11 22:10:00,-12.40054437,24.28182106,-34.61909364,-59.39811424,103.8943507,-126.1582641,-100.4255426,12.14,29.75
7515,15033,2023-04-11 22:12:00,-12.40054437,24.63161196,-34.61909364,-57.73692342,103.8943507,-126.1582641,-97.6003814,12.14,29.75
7516,15035,2023-04-11 22:14:00,-12.76451743,24.28182106,-34.61909364,-57.73692342,103.8943507,-126.1582641,-100.4255426,12.14,30.0
7517,15037,2023-04-11 22:16:00,-14.86352099,24.28182106,-35.87208972,-57.73692342,103.4219965,-126.1582641,-100.4255426,12.14,30.0
7518,15039,2023-04-11 22:18:00,-14.40634691,23.85364373,-37.71948725,-57.73692342,103.8943507,-126.1582641,-100.9675923,12.15,29.75
7519,15040,2023-04-11 22:20:00,-16.02436296,23.85364373,-39.15903682,-57.73692342,105.8522644,-125.8056675,-100.4255426,12.14,29.75
7520,15042,2023-04-11 22:22:00,-16.02436296,23.85364373,-39.15903682,-60.31680566,105.8522644,-124.8780737,-97.6003814,12.15,29.75
7521,15044,2023-04-11 22:24:00,-14.40634691,23.51221757,-39.15903682,-60.31680566,108.5569196,-124.8780737,-97.6003814,12.14,29.75
7522,15046,2023-04-11 22:26:00,-14.40634691,24.28182106,-37.71948725,-60.31680566,108.5569196,-126.1582641,-100.4255426,12.14,30.0
7523,15048,2023-04-11 22:28:00,-14.40634691,24.28182106,-37.71948725,-60.31680566,108.5569196,-126.5034832,-97.6003814,12.14,29.75
7524,15050,2023-04-11 22:30:00,-14.40634691,24.28182106,-39.15903682,-58.68422541,108.5569196,-126.5034832,-100.4255426,12.14,29.75
7525,15052,2023-04-11 22:32:00,-14.40634691,24.28182106,-37.71948725,-57.73692342,108.5569196,-126.5034832,-100.4255426,12.14,29.75
7526,15054,2023-04-11 22:34:00,-16.52748604,24.28182106,-37.71948725,-57.73692342,105.8522644,-126.5034832,-99.9065481,12.14,29.75
7527,15056,2023-04-11 22:36:00,-16.52748604,24.28182106,-40.84032431,-57.73692342,105.8522644,-126.5034832,-100.4255426,12.14,29.75
7528,15058,2023-04-11 22:38:00,-16.52748604,24.28182106,-40.84032431,-60.31680566,105.8522644,-125.2057274,-97.6003814,12.14,29.75
7529,15060,2023-04-11 22:40:00,-14.40634691,25.08664922,-40.84032431,-62.79604068,108.5569196,-126.1582641,-97.6003814,12.14,29.75
7530,15062,2023-04-11 22:42:00,-14.40634691,25.08664922,-40.84032431,-61.23628169,105.8522644,-126.1582641,-97.6003814,12.14,29.75
7531,15064,2023-04-11 22:44:00,-14.40634691,24.63161196,-37.71948725,-60.31680566,105.3194857,-125.2057274,-97.21835797,12.14,29.75
7532,15066,2023-04-11 22:46:00,-16.02436296,23.85364373,-37.71948725,-60.31680566,103.4219965,-125.2057274,-99.9065481,12.14,29.75
7533,15068,2023-04-11 22:48:00,-16.52748604,23.85364373,-37.71948725,-60.31680566,107.8846685,-125.2057274,-101.9936801,12.14,29.75
7534,15070,2023-04-11 22:50:00,-18.80831023,23.85364373,-39.38364227,-61.23628169,108.5569196,-124.8780737,-99.9065481,12.14,29.75
7535,15072,2023-04-11 22:52:00,-18.25856857,23.85364373,-40.84032431,-62.79604068,107.8846685,-124.8780737,-99.9065481,12.14,29.75
7536,15074,2023-04-11 22:54:00,-16.52748604,24.28182106,-40.84032431,-63.58745834,105.8522644,-124.8780737,-99.9065481,12.14,29.75
7537,15076,2023-04-11 22:56:00,-16.52748604,24.63161196,-43.99918612,-65.25229383,107.8846685,-125.2057274,-99.9065481,12.14,29.75
7538,15078,2023-04-11 22:58:00,-16.52748604,23.85364373,-42.53212932,-63.58745834,106.4571618,-125.6296883,-99.9065481,12.14,29.5
7539,15080,2023-04-11 23:00:00,-16.52748604,23.85364373,-43.99918612,-63.58745834,108.5569196,-125.6296883,-99.9065481,12.14,29.75
7540,15082,2023-04-11 23:02:00,-16.52748604,23.85364373,-40.84032431,-62.79604068,108.5569196,-126.5034832,-99.46128894,12.14,29.75
7541,15084,2023-04-11 23:04:00,-16.52748604,23.85364373,-40.84032431,-61.23628169,108.5569196,-126.5034832,-99.46128894,12.14,29.75
7542,15086,2023-04-11 23:06:00,-16.52748604,23.85364373,-40.84032431,-61.23628169,108.5569196,-125.2057274,-99.9065481,12.14,29.75
7543,15088,2023-04-11 23:08:00,-16.52748604,23.85364373,-40.84032431,-61.23628169,108.5569196,-125.2057274,-99.9065481,12.14,29.75
7544,15090,2023-04-11 23:10:00,-16.52748604,23.85364373,-40.84032431,-61.23628169,108.5569196,-125.2057274,-102.5514253,12.14,29.75
7545,15092,2023-04-11 23:12:00,-16.52748604,23.85364373,-40.84032431,-60.31680566,110.4938022,-125.2057274,-99.9065481,12.14,29.75
7546,15094,2023-04-11 23:14:00,-18.80831023,23.85364373,-40.84032431,-60.31680566,111.233638,-125.2057274,-99.9065481,12.14,29.75
7547,15096,2023-04-11 23:16:00,-18.80831023,23.85364373,-40.84032431,-61.23628169,110.4938022,-125.2057274,-99.9065481,12.14,29.75
7548,15098,2023-04-11 23:18:00,-18.80831023,23.85364373,-40.84032431,-61.23628169,110.4938022,-125.2057274,-99.9065481,12.14,29.75
7549,15100,2023-04-11 23:20:00,-18.80831023,23.85364373,-40.84032431,-61.23628169,108.5569196,-125.2057274,-97.21835797,12.14,29.5
7550,15102,2023-04-11 23:22:00,-18.80831023,23.85364373,-40.84032431,-61.23628169,108.5569196,-126.5034832,-99.9065481,12.14,29.75
7551,15104,2023-04-11 23:24:00,-18.80831023,23.85364373,-40.84032431,-61.23628169,106.4571618,-125.2057274,-99.9065481,12.14,29.5
7552,15106,2023-04-11 23:26:00,-18.80831023,23.85364373,-40.84032431,-60.31680566,108.5569196,-125.2057274,-99.9065481,12.14,29.75
7553,15109,2023-04-11 23:30:00,-17.03166979,23.85364373,-40.84032431,-60.31680566,108.5569196,-125.2057274,-99.9065481,12.14,29.75
7554,15111,2023-04-11 23:32:00,-18.80831023,23.85364373,-40.84032431,-60.31680566,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7555,15113,2023-04-11 23:34:00,-18.80831023,23.85364373,-40.84032431,-60.31680566,108.5569196,-126.5034832,-99.9065481,12.14,29.5
7556,15115,2023-04-11 23:36:00,-18.80831023,23.85364373,-40.84032431,-60.31680566,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7557,15117,2023-04-11 23:38:00,-18.80831023,24.63161196,-40.84032431,-61.23628169,108.5569196,-125.2057274,-99.9065481,12.14,29.75
7558,15119,2023-04-11 23:40:00,-18.80831023,24.28182106,-40.84032431,-61.23628169,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7559,15121,2023-04-11 23:42:00,-16.52748604,23.51221757,-40.84032431,-61.23628169,107.8846685,-125.2057274,-97.21835797,12.14,29.5
7560,15123,2023-04-11 23:44:00,-18.80831023,24.63161196,-42.53212932,-61.23628169,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7561,15125,2023-04-11 23:46:00,-16.52748604,24.28182106,-40.84032431,-62.79604068,108.5569196,-126.5034832,-99.9065481,12.14,29.5
7562,15127,2023-04-11 23:48:00,-18.25856857,24.63161196,-40.84032431,-63.58745834,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7563,15129,2023-04-11 23:50:00,-16.52748604,23.85364373,-42.53212932,-65.25229383,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7564,15131,2023-04-11 23:52:00,-16.52748604,24.63161196,-40.84032431,-63.58745834,108.5569196,-125.2057274,-97.21835797,12.14,29.75
7565,15133,2023-04-11 23:54:00,-16.52748604,23.85364373,-40.84032431,-65.25229383,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7566,15135,2023-04-11 23:56:00,-16.52748604,23.85364373,-40.84032431,-63.58745834,105.8522644,-125.2057274,-99.9065481,12.14,29.5
7567,15137,2023-04-11 23:58:00,-18.80831023,23.51221757,-40.84032431,-61.23628169,105.8522644,-126.5034832,-101.9936801,12.14,29.5
7568,15139,2023-04-12 00:00:00,-16.52748604,24.28182106,-42.53212932,-63.58745834,105.8522644,-126.5034832,-99.9065481,12.15,29.5
7569,15141,2023-04-12 00:02:00,-16.52748604,23.51221757,-40.84032431,-63.58745834,105.8522644,-126.5034832,-99.9065481,12.14,29.5
7570,15143,2023-04-12 00:04:00,-16.52748604,24.28182106,-42.53212932,-63.58745834,105.8522644,-126.1582641,-99.9065481,12.14,29.5
7571,15145,2023-04-12 00:06:00,-16.52748604,24.28182106,-42.53212932,-63.58745834,107.8846685,-125.2057274,-99.9065481,12.14,29.5
7572,15146,2023-04-12 00:08:00,-16.52748604,24.28182106,-40.84032431,-65.25229383,107.8846685,-125.2057274,-99.9065481,12.14,29.5
7573,15148,2023-04-12 00:10:00,-16.52748604,24.28182106,-42.53212932,-65.25229383,105.8522644,-125.2057274,-99.9065481,12.14,29.5
7574,15150,2023-04-12 00:12:00,-16.52748604,23.85364373,-43.99918612,-66.00804367,105.8522644,-125.6296883,-101.9936801,12.14,29.5
7575,15152,2023-04-12 00:14:00,-16.52748604,23.85364373,-43.99918612,-65.25229383,105.8522644,-125.6296883,-101.9936801,12.14,29.5
7576,15154,2023-04-12 00:16:00,-16.52748604,23.38150035,-42.53212932,-65.25229383,105.8522644,-125.6296883,-101.9936801,12.14,29.5
7577,15156,2023-04-12 00:18:00,-18.25856857,23.38150035,-42.53212932,-63.58745834,108.5569196,-126.5034832,-101.9936801,12.14,29.5
7578,15158,2023-04-12 00:20:00,-18.25856857,23.01961022,-42.53212932,-66.00804367,108.5569196,-125.6296883,-104.6240162,12.14,29.5
7579,15160,2023-04-12 00:22:00,-18.80831023,23.38150035,-40.84032431,-65.25229383,110.4938022,-125.6296883,-101.9936801,12.14,29.5
7580,15162,2023-04-12 00:24:00,-18.80831023,23.38150035,-42.53212932,-66.00804367,108.5569196,-126.5034832,-101.9936801,12.14,29.5
7581,15164,2023-04-12 00:26:00,-18.80831023,23.38150035,-40.84032431,-65.25229383,108.5569196,-125.2057274,-99.46128894,12.14,29.25
7582,15166,2023-04-12 00:28:00,-20.45254963,23.38150035,-42.53212932,-66.00804367,110.4938022,-124.3455092,-99.46128894,12.14,29.25
7583,15168,2023-04-12 00:30:00,-20.45254963,23.38150035,-42.53212932,-66.00804367,110.4938022,-125.2057274,-101.9936801,12.14,29.5
7584,15170,2023-04-12 00:32:00,-20.45254963,23.38150035,-42.53212932,-65.25229383,110.4938022,-125.2057274,-99.46128894,12.14,29.25
7585,15172,2023-04-12 00:34:00,-18.80831023,23.01961022,-42.53212932,-65.25229383,108.5569196,-125.2057274,-99.46128894,12.14,29.5
7586,15174,2023-04-12 00:36:00,-18.80831023,24.22546985,-43.99918612,-66.00804367,110.4938022,-125.2057274,-101.9936801,12.14,29.5
7587,15175,2023-04-12 00:38:00,-20.45254963,23.38150035,-45.51977122,-66.00804367,110.4938022,-125.2057274,-99.46128894,12.14,29.25
7588,15177,2023-04-12 00:40:00,-18.80831023,23.01961022,-45.51977122,-66.00804367,110.4938022,-126.1582641,-99.46128894,12.14,29.25
7589,15179,2023-04-12 00:42:00,-20.45254963,23.01961022,-43.99918612,-66.00804367,108.5569196,-125.2057274,-99.9065481,12.14,29.5
7590,15181,2023-04-12 00:44:00,-20.45254963,23.01961022,-43.99918612,-67.5843948,110.4938022,-125.2057274,-99.46128894,12.14,29.5
7591,15184,2023-04-12 00:48:00,-20.45254963,23.38150035,-45.51977122,-66.00804367,108.5569196,-125.2057274,-99.46128894,12.14,29.5
7592,15186,2023-04-12 00:50:00,-18.80831023,23.38150035,-45.51977122,-68.22441147,110.4938022,-125.2057274,-101.9936801,12.14,29.5
7593,15188,2023-04-12 00:52:00,-18.25856857,23.73327844,-45.51977122,-69.799755,101.3797651,-125.8056675,-97.21835797,12.14,29.25
7594,15190,2023-04-12 00:54:00,-18.80831023,23.01961022,-43.99918612,-67.5843948,108.5569196,-125.8056675,-99.46128894,12.14,29.25
7595,15192,2023-04-12 00:56:00,-18.80831023,23.85364373,-45.51977122,-67.5843948,110.4938022,-125.2057274,-99.9065481,12.14,29.25
7596,15194,2023-04-12 00:58:00,-18.80831023,23.38150035,-45.51977122,-67.5843948,110.4938022,-123.940743,-99.46128894,12.14,29.25
7597,15196,2023-04-12 01:00:00,-18.80831023,23.01961022,-43.99918612,-67.5843948,110.4938022,-125.2057274,-104.6240162,12.14,29.25
7598,15198,2023-04-12 01:02:00,-18.80831023,23.38150035,-45.51977122,-67.5843948,110.4938022,-125.2057274,-99.9065481,12.14,29.25
7599,15200,2023-04-12 01:04:00,-18.80831023,23.38150035,-45.51977122,-67.5843948,110.4938022,-127.4696568,-99.46128894,12.14,29.25
7600,15202,2023-04-12 01:06:00,-18.25856857,23.38150035,-45.51977122,-68.22441147,110.4938022,-125.2057274,-99.46128894,12.14,29.25
7601,15204,2023-04-12 01:08:00,-18.80831023,23.38150035,-45.51977122,-67.5843948,110.4938022,-126.1582641,-99.46128894,12.14,29.25
7602,15206,2023-04-12 01:10:00,-18.80831023,23.38150035,-47.067433,-66.6829218,112.3829634,-124.8780737,-99.9065481,12.14,29.25
7603,15208,2023-04-12 01:12:00,-18.80831023,23.01961022,-45.51977122,-68.22441147,110.4938022,-125.2057274,-101.9936801,12.14,29.25
7604,15210,2023-04-12 01:14:00,-18.25856857,23.38150035,-47.067433,-68.22441147,110.4938022,-125.2057274,-99.9065481,12.14,29.25
7605,15212,2023-04-12 01:16:00,-18.25856857,23.38150035,-45.51977122,-67.5843948,110.4938022,-124.3455092,-99.9065481,12.14,29.25
7606,15214,2023-04-12 01:18:00,-18.25856857,23.38150035,-45.51977122,-66.00804367,110.4938022,-125.6296883,-99.46128894,12.14,29.25
7607,15216,2023-04-12 01:20:00,-18.25856857,23.38150035,-45.51977122,-63.58745834,108.5569196,-125.6296883,-99.46128894,12.14,29.25
7608,15218,2023-04-12 01:22:00,-18.80831023,23.38150035,-45.51977122,-63.58745834,110.4938022,-125.6296883,-99.46128894,12.14,29.25
7609,15220,2023-04-12 01:24:00,-20.45254963,23.38150035,-45.51977122,-63.58745834,108.5569196,-123.474113,-96.89106016,12.14,29.25
7610,15222,2023-04-12 01:26:00,-18.80831023,23.38150035,-42.53212932,-63.58745834,108.5569196,-125.6296883,-99.46128894,12.14,29.25
7611,15224,2023-04-12 01:28:00,-18.25856857,23.38150035,-44.05006271,-66.00804367,108.5569196,-125.6296883,-99.9065481,12.14,29.25
7612,15226,2023-04-12 01:30:00,-18.80831023,23.38150035,-43.99918612,-66.00804367,110.4938022,-125.6296883,-99.46128894,12.14,29.25
7613,15228,2023-04-12 01:32:00,-18.25856857,23.38150035,-47.067433,-68.22441147,111.233638,-125.6296883,-99.46128894,12.14,29.25
7614,15230,2023-04-12 01:34:00,-18.25856857,23.38150035,-45.51977122,-68.22441147,111.233638,-125.6296883,-99.9065481,12.14,29.0
7615,15232,2023-04-12 01:36:00,-18.25856857,23.38150035,-46.96239922,-68.22441147,110.4938022,-125.6296883,-99.9065481,12.14,29.25
7616,15234,2023-04-12 01:38:00,-18.25856857,23.38150035,-45.51977122,-68.22441147,111.233638,-125.6296883,-96.89106016,12.14,29.25
7617,15236,2023-04-12 01:40:00,-18.25856857,24.22546985,-45.51977122,-68.22441147,110.4938022,-124.743329,-99.46128894,12.14,29.0
7618,15238,2023-04-12 01:42:00,-18.25856857,23.85364373,-45.51977122,-68.22441147,110.4938022,-125.6296883,-99.46128894,12.14,29.25
7619,15240,2023-04-12 01:44:00,-20.45254963,23.85364373,-42.53212932,-66.6829218,107.8846685,-124.743329,-101.9936801,12.14,29.0
7620,15242,2023-04-12 01:46:00,-20.45254963,23.85364373,-42.53212932,-67.5843948,107.8846685,-124.743329,-101.4540365,12.14,29.25
7621,15244,2023-04-12 01:48:00,-22.86215911,23.38150035,-45.51977122,-68.22441147,110.4938022,-125.9072868,-101.4540365,12.14,29.0
7622,15246,2023-04-12 01:50:00,-20.45254963,23.38150035,-48.50459174,-68.22441147,113.1765914,-124.743329,-101.4540365,12.14,29.0
7623,15248,2023-04-12 01:52:00,-20.45254963,22.91679774,-48.50459174,-68.22441147,113.1765914,-125.6296883,-99.03113647,12.14,29.0
7624,15250,2023-04-12 01:54:00,-20.45254963,23.38150035,-48.50459174,-68.86518527,110.4938022,-124.3455092,-101.4540365,12.14,29.0
7625,15252,2023-04-12 01:56:00,-20.45254963,23.38150035,-45.51977122,-68.86518527,113.1765914,-125.6296883,-101.4540365,12.14,29.0
7626,15254,2023-04-12 01:58:00,-22.86215911,23.38150035,-46.96239922,-68.22441147,113.1765914,-125.0929621,-100.9866189,12.14,29.0
7627,15256,2023-04-12 02:00:00,-22.86215911,23.38150035,-48.50459174,-68.22441147,113.1765914,-124.743329,-100.9866189,12.14,29.0
7628,15258,2023-04-12 02:02:00,-22.15593066,23.38150035,-48.50459174,-68.22441147,113.1765914,-124.743329,-101.4540365,12.14,29.0
7629,15260,2023-04-12 02:04:00,-22.15593066,23.38150035,-49.94233608,-68.86518527,110.4938022,-124.743329,-99.03113647,12.14,29.0
7630,15262,2023-04-12 02:06:00,-22.86215911,23.73327844,-49.94233608,-70.94020215,113.1765914,-125.0929621,-99.03113647,12.14,29.0
7631,15264,2023-04-12 02:08:00,-24.47205489,22.91679774,-48.50459174,-70.94020215,113.1765914,-123.9410007,-100.9866189,12.14,29.0
7632,15266,2023-04-12 02:10:00,-24.47205489,22.91679774,-46.96239922,-72.46997619,115.1740646,-124.743329,-103.411587,12.14,29.0
7633,15268,2023-04-12 02:12:00,-24.47205489,23.38150035,-48.50459174,-70.94020215,115.1740646,-123.9410007,-103.411587,12.14,29.0
7634,15270,2023-04-12 02:14:00,-22.86215911,22.91679774,-49.94233608,-70.40215754,113.1765914,-125.0929621,-100.9866189,12.14,29.0
7635,15272,2023-04-12 02:16:00,-24.47205489,22.91679774,-49.94233608,-70.94020215,116.1308791,-124.3102986,-103.411587,12.14,29.0
7636,15274,2023-04-12 02:18:00,-25.21632773,23.38150035,-51.64404522,-72.94462542,115.1740646,-125.484092,-103.411587,12.14,29.0
7637,15276,2023-04-12 02:20:00,-24.47205489,23.38150035,-49.94233608,-70.94020215,113.1765914,-124.3102986,-102.8618634,12.14,29.0
7638,15278,2023-04-12 02:22:00,-22.15593066,22.91679774,-51.22577015,-67.35943411,110.4938022,-125.0929621,-103.411587,12.14,28.75
7639,15280,2023-04-12 02:24:00,-22.86215911,23.26913792,-52.91026927,-70.94020215,113.1765914,-125.0929621,-100.9866189,12.14,28.75
7640,15282,2023-04-12 02:26:00,-25.21632773,22.91679774,-51.22577015,-73.42072597,115.1740646,-124.3102986,-100.9866189,12.14,29.0
7641,15284,2023-04-12 02:28:00,-25.21632773,22.91679774,-49.94233608,-72.94462542,116.1308791,-125.0929621,-102.8618634,12.14,28.75
7642,15286,2023-04-12 02:30:00,-24.47205489,22.91679774,-49.94233608,-72.94462542,115.1740646,-123.9410007,-105.0242208,12.14,28.75
7643,15288,2023-04-12 02:32:00,-25.21632773,23.26913792,-49.94233608,-72.94462542,115.1740646,-123.9410007,-105.0242208,12.14,28.75
7644,15290,2023-04-12 02:34:00,-24.47205489,22.91679774,-49.94233608,-72.94462542,115.1740646,-123.9410007,-102.8618634,12.14,28.75
7645,15292,2023-04-12 02:36:00,-24.47205489,22.43274227,-54.17485777,-74.90104279,116.1308791,-125.0929621,-102.8618634,12.14,28.75
7646,15294,2023-04-12 02:38:00,-25.21632773,22.43274227,-55.81318691,-74.90104279,118.0067493,-124.3102986,-102.8618634,12.14,28.75
7647,15296,2023-04-12 02:40:00,-26.91285931,22.91679774,-55.81318691,-74.90104279,118.0067493,-125.484092,-102.8618634,12.14,28.75
7648,15298,2023-04-12 02:42:00,-25.21632773,22.91679774,-55.81318691,-74.90104279,118.0067493,-125.484092,-102.8618634,12.14,28.75
7649,15300,2023-04-12 02:44:00,-25.21632773,22.43274227,-52.91026927,-74.90104279,116.1308791,-124.6756368,-102.8618634,12.14,28.75
7650,15301,2023-04-12 02:46:00,-25.21632773,22.43274227,-55.81318691,-74.90104279,118.0067493,-125.484092,-102.8618634,12.14,28.75
7651,15303,2023-04-12 02:48:00,-25.21632773,22.43274227,-54.17485777,-72.94462542,118.0067493,-124.6756368,-102.8618634,12.14,28.75
7652,15305,2023-04-12 02:50:00,-24.47205489,22.43274227,-52.91026927,-72.94462542,118.0067493,-124.3102986,-104.4701188,12.14,28.75
7653,15307,2023-04-12 02:52:00,-24.47205489,22.43274227,-54.17485777,-72.94462542,118.0067493,-125.484092,-105.0242208,12.14,28.75
7654,15309,2023-04-12 02:54:00,-24.47205489,22.43274227,-55.81318691,-72.94462542,120.9798022,-125.484092,-105.0242208,12.14,28.75
7655,15311,2023-04-12 02:56:00,-25.21632773,22.43274227,-55.81318691,-74.46303323,119.0202425,-125.484092,-105.0242208,12.14,28.75
7656,15313,2023-04-12 02:58:00,-22.86215911,22.43274227,-55.81318691,-72.94462542,119.0202425,-125.484092,-102.8618634,12.14,28.75
7657,15315,2023-04-12 03:00:00,-25.21632773,21.53602941,-52.91026927,-72.94462542,120.9798022,-125.484092,-102.8618634,12.14,28.75
7658,15317,2023-04-12 03:02:00,-24.47205489,22.43274227,-52.91026927,-72.94462542,119.0202425,-125.484092,-105.0242208,12.14,28.75
7659,15319,2023-04-12 03:04:00,-25.21632773,22.43274227,-52.91026927,-72.94462542,119.0202425,-124.3102986,-105.0242208,12.14,28.75
7660,15321,2023-04-12 03:06:00,-22.86215911,21.53602941,-52.91026927,-72.94462542,119.0202425,-125.484092,-102.8618634,12.14,28.5
7661,15323,2023-04-12 03:08:00,-24.47205489,22.43274227,-55.81318691,-72.94462542,119.9241678,-124.3102986,-102.8618634,12.14,28.75
7662,15325,2023-04-12 03:10:00,-25.21632773,22.80639923,-55.81318691,-74.46303323,120.9798022,-124.3102986,-102.8618634,12.14,28.5
7663,15327,2023-04-12 03:12:00,-25.21632773,21.8978273,-54.17485777,-72.94462542,120.9798022,-124.3102986,-105.0242208,12.14,28.75
7664,15329,2023-04-12 03:14:00,-26.91285931,21.8978273,-52.91026927,-74.90104279,120.9798022,-124.3102986,-105.0242208,12.14,28.75
7665,15331,2023-04-12 03:16:00,-27.73703975,21.8978273,-52.91026927,-74.90104279,120.9798022,-124.3102986,-104.4701188,12.14,28.5
7666,15333,2023-04-12 03:18:00,-27.73703975,21.53602941,-52.91026927,-74.90104279,122.1044542,-124.3102986,-102.8618634,12.14,28.5
7667,15335,2023-04-12 03:20:00,-27.73703975,21.53602941,-54.17485777,-75.29311825,120.9798022,-125.484092,-102.3818939,12.14,28.75
7668,15337,2023-04-12 03:22:00,-27.73703975,21.8978273,-54.17485777,-75.29311825,120.9798022,-124.3102986,-102.8618634,12.14,28.5
7669,15339,2023-04-12 03:24:00,-27.73703975,22.80639923,-54.17485777,-75.29311825,122.759538,-124.6756368,-102.8618634,12.14,28.5
7670,15341,2023-04-12 03:26:00,-27.73703975,22.43274227,-54.17485777,-76.84517767,122.759538,-124.6756368,-102.8618634,12.14,28.5
7671,15343,2023-04-12 03:28:00,-26.91285931,22.43274227,-54.17485777,-76.84517767,123.9177654,-124.6756368,-100.5311143,12.14,28.5
7672,15345,2023-04-12 03:30:00,-26.91285931,22.09036001,-55.81318691,-76.84517767,120.9798022,-124.6756368,-102.8618634,12.14,28.5
